group,skill,status,bytes,description
dotnet-skills,run-tests,VISIBLE,17315,"Recommend or run the exact `dotnet test` command. ALWAYS use when the user asks to run, filter, or troubleshoot .NET tests or wants the precise command, flags, or argument order — the right syntax depends on the test platform (VSTest vs Microsoft.Testing.Platform) and SDK version and is easy to get wrong from memory. USE FOR: running all tests or a subset (a specific class, category, or trait) via filters; a single framework in a multi-TFM project (`--framework`); TRX reports; crash or hang dumps; whether MTP args need the `--` separator (SDK 8/9) or pass directly (SDK 10+); diagnosing why `dotnet test` fails or uses wrong argument syntax. Detects the platform (VSTest vs MTP) and framework (MSTest/xUnit/NUnit/TUnit), then picks the matching command and filter flag (--filter, --filter-class, --filter-trait, --filter-query, --treenode-filter). DO NOT USE FOR: writing test code (use code-testing-agent), iterating on failing tests without rebuilding (use mtp-hot-reload), CI/CD config, or debugging test logic. "
dotnet-skills,setup-local-sdk,VISIBLE,15394,"Install a .NET SDK locally for safe preview testing, specific-version pinning, or reproducible team setups — without modifying the system-wide installation. USE FOR: trying .NET previews safely, testing specific SDK versions, installing MAUI or other workloads on a preview, updating or replacing an existing local SDK, creating reproducible team/CI install scripts, configuring global.json paths. DO NOT USE FOR: system-wide SDK installs, .NET hosts older than 10, runtime-only installs, or projects not using SDK-style commands. "
dotnet-skills,support-prerendering,VISIBLE,7342,"Make interactive Blazor components work correctly with prerendering. USE FOR fixing duplicate data loads, UI flicker during prerender-to-interactive handoff, null references during prerender, persisting state across prerender, disabling prerendering, excluding pages from interactive routing, or detecting whether a component is currently prerendering. DO NOT USE for choosing which render mode to use (see create-blazor-project) or general component authoring (see author-component)."
dotnet-skills,system-text-json-net11,VISIBLE,3476,"Provides guidance on new System.Text.Json APIs introduced in .NET 11. It covers typed JsonTypeInfo access via GetTypeInfo<T> and TryGetTypeInfo<T> on JsonSerializerOptions, and the new JsonNamingPolicy.PascalCase static property. Use when serializing or deserializing JSON in .NET 11 applications and needing typed metadata access or PascalCase property naming. "
dotnet-skills,target-authoring,VISIBLE,6788,"Canonical patterns for writing custom MSBuild targets. USE FOR: diagnosing and fixing custom target authoring anti-patterns, reviewing MSBuild target definitions for correctness, diagnosing broken SDK target chains across files (e.g., Directory.Build.targets silently redefining SDK targets), fixing targets that replace CompileDependsOn instead of extending it with $(CompileDependsOn), fixing query targets that return stale results due to Outputs vs Returns misuse, fixing missing Inputs/Outputs causing unnecessary rebuilds, fixing missing FileWrites registration. Covers DependsOnTargets vs BeforeTargets vs AfterTargets, the Build→CoreBuild three-level pattern, hooking into the build pipeline, the $(XxxDependsOn) chain-extension pattern. DO NOT USE FOR: incremental build tuning (use incremental-build), parallelization (use build-parallelism), general anti-patterns (use msbuild-antipatterns), non-MSBuild build systems."
dotnet-skills,technology-selection,VISIBLE,22395,"Guides technology selection and implementation of AI and ML features in .NET 8+ applications using ML.NET, Microsoft.Extensions.AI (MEAI), Microsoft Agent Framework (MAF), GitHub Copilot SDK, ONNX Runtime, and OllamaSharp. Covers the full spectrum from classic ML through modern LLM orchestration to local inference. Use when adding classification, regression, clustering, anomaly detection, recommendation, LLM integration (text generation, summarization, reasoning), RAG pipelines with vector search, agentic workflows with tool calling, Copilot extensions, or custom model inference via ONNX Runtime to a .NET project. DO NOT USE FOR projects targeting .NET Framework (requires .NET 8+), the task is pure data engineering or ETL with no ML/AI component, or the project needs a custom deep learning training loop (use Python with PyTorch/TensorFlow, then export to ONNX for .NET inference)."
dotnet-skills,template-authoring,VISIBLE,7009,"Guides creation and validation of custom dotnet new templates. Generates templates from existing projects and validates template.json for authoring issues. USE FOR: creating a reusable dotnet new template from an existing project, validating template.json files for schema compliance and parameter issues, bootstrapping .template.config/template.json with correct identity, shortName, parameters, and post-actions, packaging templates as NuGet packages for distribution. DO NOT USE FOR: finding or using existing templates (use template-discovery and template-instantiation), MSBuild project file issues unrelated to template authoring, NuGet package publishing (only template packaging structure). "
dotnet-skills,template-comparison,VISIBLE,4584,"Compares two or more dotnet new templates side by side to help users choose between them based on parameters, feature support, frameworks, and classifications. USE FOR: deciding between similar templates (webapi vs webapp, blazor vs blazorwasm, console vs worker), producing a side-by-side comparison of parameters and feature support, understanding how templates differ before creating a project. DO NOT USE FOR: creating a project from a template (use template-instantiation), authoring or validating custom templates (use template-authoring and template-validation), general single-template discovery (use template-discovery). "
dotnet-skills,template-discovery,VISIBLE,7946,"Helps find, inspect, and compare .NET project templates. Resolves natural-language project descriptions to ranked template matches with pre-filled parameters. USE FOR: finding the right dotnet new template for a task, comparing templates side by side, inspecting template parameters and constraints, understanding what a template produces before creating a project, resolving intent like "web API with auth" to concrete template + parameters. DO NOT USE FOR: actually creating projects (use template-instantiation), authoring custom templates (use template-authoring), comparing templates side by side in detail (use template-comparison), MSBuild or build issues (use dotnet-msbuild plugin), NuGet package management unrelated to template packages. "
dotnet-skills,template-instantiation,VISIBLE,7466,"Creates .NET projects from templates with validated parameters, smart defaults, Central Package Management adaptation, and latest NuGet version resolution. USE FOR: creating new dotnet projects, scaffolding solutions with multiple projects, installing or uninstalling template packages, creating projects that respect Directory.Packages.props (CPM), composing multi-project solutions (API + tests + library), getting latest NuGet package versions in newly created projects. DO NOT USE FOR: finding or comparing templates (use template-discovery), authoring custom templates (use template-authoring), modifying existing projects or adding NuGet packages to existing projects. "
dotnet-skills,template-smart-defaults,VISIBLE,4809,"Applies cross-parameter default rules when creating .NET projects with dotnet new, filling gaps consistently without overriding values the user set explicitly. USE FOR: choosing sensible defaults for related parameters during project creation, resolving cross-parameter interactions (AOT implies a compatible framework, auth implies HTTPS, controllers excludes minimal-API flags), explaining why a default was applied. DO NOT USE FOR: creating the project itself (use template-instantiation), finding or comparing templates (use template-discovery and template-comparison), authoring or validating custom templates (use template-authoring and template-validation). "
dotnet-skills,template-validation,VISIBLE,8112,"Validates custom dotnet new templates for correctness before publishing. Catches missing fields, parameter bugs, shortName conflicts, constraint issues, and common authoring mistakes that cause templates to fail silently. USE FOR: checking template.json files for errors before publishing or testing, diagnosing why a template doesn't appear after installation, reviewing template parameter definitions for type mismatches and missing defaults, finding shortName conflicts with dotnet CLI commands, validating post-action and constraint configuration. DO NOT USE FOR: finding or using existing templates (use template-discovery), creating projects from templates (use template-instantiation), creating templates from existing projects (use template-authoring). "
dotnet-skills,test-analysis-extensions,DISABLED,4594,"Provides file paths to language-specific reference files for the test ANALYSIS skills (assertion-quality, test-anti-patterns, test-gap-analysis, test-smell-detection, test-tagging). Call this skill to discover available extension files (e.g., dotnet.md for .NET/MSTest/xUnit/NUnit/TUnit, python.md for pytest/unittest, typescript.md for Jest/Vitest/Mocha, java.md for JUnit/TestNG, etc.). Do not use directly — invoked by the test-quality-auditor agent and polyglot analysis skills that need framework-specific lookup tables (test markers, assertion APIs, skip annotations, sleep patterns, mystery guest indicators, integration markers, setup/teardown, tag-support capability)."
dotnet-skills,test-anti-patterns,VISIBLE,20157,"Audits an existing test file or suite in any language for anti-patterns and quality issues — produces a severity-ranked report (Critical/Warning/Info). INVOKE whenever asked to audit or review tests, find what's wrong with a suite, judge whether tests are any good, or check for: tests that pass but verify nothing, missing assertions, swallowed exceptions, self-comparing / tautological assertions, coverage-touching tests, broad exceptions, flaky or order-dependent tests (Thread.Sleep, DateTime.Now, shared state), duplicated tests, or magic values — in .NET, Python/pytest, TS/Jest, Java, Go, Ruby or C++. DO NOT USE FOR: writing new tests (use code-testing-agent, or writing-mstest-tests for MSTest); running tests (use run-tests); migration; assertion-diversity metrics (use assertion-quality); coverage/CRAP metrics (use coverage-analysis); the testsmells.org academic catalog (use test-smell-detection); fixing or modernizing MSTest tests, assertions, attributes, or lifecycle (use writing-mstest-tests). "
dotnet-skills,test-gap-analysis,VISIBLE,16523,"Performs pseudo-mutation analysis on production code in any language to find gaps in existing tests. Use when the user asks to find weak or shallow tests, discover untested edge cases, or check whether tests would catch a bug — e.g. "would my tests catch it if someone changed the code", "would a subtle logic or boundary change slip past the current tests", "are my tests strong enough to catch a subtle bug". Evaluates test effectiveness through mutation-style reasoning: analyzes mutation points (boundaries, boolean flips, null returns, exception removal, arithmetic changes) and checks whether tests would detect each. Polyglot: .NET, Python, TS/JS, Java, Go, Ruby, Rust, Swift, Kotlin, PowerShell, C++. DO NOT USE FOR: writing new tests (use code-testing-agent, or writing-mstest-tests for MSTest), detecting anti-patterns (use test-anti-patterns), measuring assertion diversity (use assertion-quality), or running actual mutation testing tools (Stryker, mutmut, PIT, cargo-mutants)."
dotnet-skills,test-smell-detection,VISIBLE,21457,"Deep-dive audit using the full testsmells.org 19-smell academic catalog for tests in any language. Every finding maps to a named, citable smell from the research literature (Assertion Roulette, Duplicate Assert, Mystery Guest, Eager Test, Sensitive Equality, Conditional Test Logic, Sleepy Test, Magic Number Test, etc.) with research-backed severity. Polyglot: .NET (MSTest/xUnit/NUnit/TUnit), Python (pytest/unittest), TS/JS (Jest/Vitest/Mocha/node:test), Java (JUnit/TestNG), Go, Ruby (RSpec/Minitest), Rust, Swift, Kotlin (JUnit/Kotest), PowerShell (Pester), C++ (GoogleTest/Catch2). INVOKE ONLY when explicitly asked for the testsmells.org 19-smell academic catalog or citable smell names from the literature. DO NOT USE FOR: general or pragmatic audits — use test-anti-patterns; writing new tests (use code-testing-agent, or writing-mstest-tests for MSTest); running tests (use run-tests); framework migration. "
dotnet-skills,test-tagging,VISIBLE,17593,"Analyzes test suites in any language and tags each test with standardized traits (positive, negative, critical-path, boundary, smoke, regression, integration, performance, security). Use when the user wants to categorize, audit, or label tests with traits. Works across .NET (MSTest/xUnit/NUnit/TUnit), Python (pytest), TS/JS (Jest/Vitest), Java, Go, Ruby, Rust, Swift, Kotlin, PowerShell, and C++ — auto-editing when the framework has canonical tag syntax, otherwise report-only. Do not use for writing new tests, running tests, or migrating frameworks."
dotnet-skills,thread-abort-migration,VISIBLE,12827,"Guides migration of .NET Framework Thread.Abort usage to cooperative cancellation in modern .NET. USE FOR: modernizing code that calls Thread.Abort, catching ThreadAbortException, replacing Thread.ResetAbort, replacing Thread.Interrupt for thread termination, resolving PlatformNotSupportedException or SYSLIB0006 after retargeting to .NET 6+, migrating ASP.NET Response.End or Response.Redirect(url, true) which internally call Thread.Abort. DO NOT USE FOR: code that only uses Thread.Join, Thread.Sleep, or Thread.Start without any abort, interrupt, or ThreadAbortException usage — these APIs work identically in modern .NET and need no migration. Also not for projects staying on .NET Framework, or Thread.Abort usage inside third-party libraries you do not control. "
dotnet-skills,use-js-interop,VISIBLE,10989,"Add, review, or fix JavaScript interop in Blazor components. USE FOR: calling JavaScript from Blazor, calling .NET from JavaScript, collocated .razor.js modules, IJSRuntime, IJSObjectReference lifecycle, DotNetObjectReference, ElementReference, timing rules for when JS is available, IAsyncDisposable disposal of JS references, server-side JS interop safety. DO NOT USE FOR: general Blazor component authoring without JS interop needs (use author-component), forms (use collect-user-input). "
dotnet-skills,writing-mstest-tests,VISIBLE,15884,"Write, create, modernize, or fix comprehensive MSTest unit tests with MSTest 3.x/4.x APIs. USE FOR: write, create, review, or modernize MSTest tests and assertions, better MSTest assertion than Assert.IsTrue, replace hard cast with IsInstanceOfType, MSTest assertion APIs (Contains, ContainsSingle, HasCount, IsEmpty, IsNotEmpty, DoesNotContain, AreSame, IsNull, StartsWith, EndsWith, MatchesRegex, IsGreaterThan, IsLessThan, IsInRange), swapped/reversed Assert.AreEqual args (Expected/Actual backwards), replace ExpectedException with Assert.Throws, data-driven (DataRow, DynamicData, ValueTuples), lifecycle (TestInitialize, TestCleanup, TestContext), async and cancellation tests, conditional execution/retry/cleanup (OSCondition, Retry), parallelization (Parallelize/DoNotParallelize), MSTest.Sdk setup, MSTESTxxxx analyzer fixes. DO NOT USE FOR: test quality audits (use test-anti-patterns), running tests (use run-tests), MSTest version migration (use migrate-mstest skills), xUnit/NUnit/TUnit, or non-.NET languages. "
mattpocock-skills,ask-matt,DISABLED,11417,"Ask which skill or flow fits your situation. A router over the skills in this repo."
mattpocock-skills,claude-handoff,DISABLED,1301,"Hand the current conversation off to a fresh background agent that picks up the work immediately."
mattpocock-skills,code-review,VISIBLE,6589,"Review the changes since a fixed point (commit, branch, tag, or merge-base) along two axes: Standards (does the code follow this repo's documented coding standards?) and Spec (does the code match what the originating issue/spec asked for?). Runs both reviews in parallel sub-agents and reports them side by side. Use when the user wants to review a branch, a PR, work-in-progress changes, or asks to "review since X"."
mattpocock-skills,codebase-design,VISIBLE,6446,"Shared vocabulary for designing deep modules. Use when the user wants to design or improve a module's interface, find deepening opportunities, decide where a seam goes, make code more testable or AI-navigable, or when another skill needs the deep-module vocabulary."
mattpocock-skills,diagnosing-bugs,VISIBLE,8529,"Diagnosis loop for hard bugs and performance regressions. Use when the user says "diagnose"/"debug this", or reports something broken/throwing/failing/slow."
mattpocock-skills,domain-modeling,VISIBLE,3331,"Build and sharpen a project's domain model. Use when discussing codebase terminology, writing or editing a CONTEXT.md, or recording or editing an ADR."
mattpocock-skills,grill-me,DISABLED,157,"A relentless interview to sharpen a plan or design."
mattpocock-skills,grill-with-docs,VISIBLE,2463,"需求门禁（写代码前必经）：用户提出任何需求、功能、想法、方案、改动时，先用多轮追问把需求拷问清楚，并随手沉淀 ADR 与术语表（CONTEXT.md/glossary），再进入实现。触发词：提需求、新需求、新功能、加个功能、加功能、做个功能、做需求、我想做、我想要、帮我实现、实现一个、开发一个、设计一个、写一个、搞一个、弄一个、加一个、优化一下、改进、改一下、调整一下、支持一下、方案、设计、想法、点子、计划、需求分析、需求评审、梳理需求、细化需求、澄清需求、过一遍需求、grill、拷问、审问、盘问、盘我、grill me、feature、implement、add feature、new feature、design、proposal、requirement。仅限与代码/项目工作相关的诉求；纯闲聊、纯事实问答、不涉及改动的查阅不触发。"
mattpocock-skills,grilling,VISIBLE,1987,"Grill the user relentlessly about a plan, decision, or idea. Use when the user wants to stress-test their thinking, or uses any 'grill' trigger phrases."
mattpocock-skills,handoff,DISABLED,894,"Compact the current conversation into a handoff document for another agent to pick up."
mattpocock-skills,implement,DISABLED,433,"Implement a piece of work based on a spec or set of tickets."
mattpocock-skills,implement-spec,DISABLED,2043,"Implement a specification in code."
mattpocock-skills,improve-codebase-architecture,DISABLED,5993,"Scan a codebase for deepening opportunities, present them as a visual HTML report, then grill through whichever one you pick."
mattpocock-skills,loop-me,DISABLED,2522,"Grill me about specs for the workflows I want to build, within this workspace."
mattpocock-skills,prototype,VISIBLE,2931,"Build a throwaway prototype to answer a design question. Use when the user wants to sanity-check whether a state model or logic feels right, or explore what a UI should look like."
mattpocock-skills,research,VISIBLE,794,"Investigate a question against high-trust primary sources and capture the findings as a Markdown file in the repo. Use when the user wants a topic researched, docs or API facts gathered, or reading legwork delegated to a background agent."
mattpocock-skills,resolving-merge-conflicts,VISIBLE,918,"Use when you need to resolve an in-progress git merge/rebase conflict."
mattpocock-skills,retro,DISABLED,3388,"Conduct a retrospective on a coding session."
mattpocock-skills,setup-matt-pocock-skills,DISABLED,6841,"Configure this repo for the engineering skills: set up its issue tracker, triage label vocabulary, and domain doc layout. Run once before first use of the other engineering skills."
mattpocock-skills,setup-ts-deep-modules,DISABLED,7546,"Wire dependency-cruiser into a TypeScript repo so each package is a deep module, with implementation hidden in subfolders and reachable only through its entry-point files. User-invoked."
mattpocock-skills,tdd,VISIBLE,3549,"Test-driven development. Use when the user wants to build features or fix bugs test-first, mentions "red-green-refactor", or wants integration tests."
mattpocock-skills,teach,DISABLED,9506,"Teach the user a new skill or concept, within this workspace."
mattpocock-skills,to-questionnaire,DISABLED,2904,"Turn a decision you can't fully answer into a questionnaire for someone else to fill in."
mattpocock-skills,to-spec,DISABLED,3043,"Turn the current conversation into a spec and publish it to the project issue tracker: no interview, just synthesis of what you've already discussed."
mattpocock-skills,to-tickets,DISABLED,5671,"Break a plan, spec, or the current conversation into a set of tracer-bullet tickets, each declaring its blocking edges, published to the configured tracker (edges as text in one file per ticket locally, or native blocking links on a real tracker)."
mattpocock-skills,triage,DISABLED,6557,"Move issues and external PRs through a state machine of triage roles, categorise, verify, grill if needed, and write agent-ready briefs."
mattpocock-skills,wait-what,DISABLED,394,"Stop. That last message did not land: re-pitch it."
mattpocock-skills,wayfinder,DISABLED,11908,"Plan a huge chunk of work (more than one agent session can hold) as a shared map of decision tickets on your issue tracker, and resolve them one at a time until the way to the destination is clear."
mattpocock-skills,wizard,VISIBLE,4123,"Generate an interactive bash wizard that walks a human through steps only they can perform. Use when provisioning infrastructure, setting up credentials or CI secrets, walking an unfamiliar third-party dashboard, or running a one-off migration or cutover. Don't invoke this for steps the agent can perform itself."
mattpocock-skills,writing-beats,DISABLED,4855,"Writing, exploit; assemble raw material into a journey of beats, grounding each term before a beat leans on it."
mattpocock-skills,writing-for-agents,VISIBLE,10886,"Writing documents for agents. Use when creating or editing skills, or modifying AGENTS.md or CLAUDE.md."
mattpocock-skills,writing-fragments,DISABLED,3558,"Writing, explore: mine raw fragments, no structure yet."
mattpocock-skills,writing-shape,DISABLED,5922,"Writing, exploit: shape raw material into an article, paragraph by paragraph."
obra-superpowers,add-software-feature,VISIBLE,7879,"Add software feature / "add X feature" "implement Y" "create Z module". 17-phase dev workflow for UE5 + .NET. 大型功能（跨子系统/5+文件/新系统）编排；中小改动轻量流。"
obra-superpowers,cleanup-worktrees,VISIBLE,898,"清理所有 git worktree 和对应分支。当用户说"清理worktree"、"移除所有worktree"、"合并worktree"时使用。"
obra-superpowers,compile-feature,VISIBLE,498,"Compile project after code changes (编译/构建/build): runs unrealcli dev complic, fixes all compilation errors and warnings."
obra-superpowers,dev-docs,VISIBLE,19164,"Obsidian 排版格式规范（禁序号、wikilink、callout、frontmatter、目录结构），写 Docs/ 下文档时作为格式约束；只管排版，功能文档内容由 writing-functional-docs 负责。"
obra-superpowers,execute-feature-plan,VISIBLE,633,"Execute an implementation plan with independent tasks (执行计划/开始实现/并行执行): auto-dispatches subagent-driven-development without asking execution method."
obra-superpowers,feature-inventory-docs-first,VISIBLE,1092,"功能盘点→行为文档→新功能设计→审核→计划的文档先行工作流"
obra-superpowers,fix-feature-issues,VISIBLE,754,"修复测试中发现的问题/用户反馈："修复问题"/"修bug"/"处理反馈"。读取反馈文档与 UnrealCli 日志，运行 diagnose + systematic-debugging。"
obra-superpowers,git-merge-cleanup,VISIBLE,2572,"合并当前分支到主分支、推送、删除当前分支的完整工作流。当用户说"合并到主分支"、"merge to main"、"合入并删除分支"时使用。"
obra-superpowers,init-feature-dev,VISIBLE,1056,"Start a new development session (初始化开发环境/开始新功能开发): sets up skills, issue tracker, triage labels, domain docs, then runs brainstorming and grill-with-docs."
obra-superpowers,make-feature-plan,VISIBLE,893,"创建实现计划、生成 TODO 清单："制定计划"/"生成实现方案"/"做TODO清单"。运行 writing-plans、grill-with-docs、brainstorming 迭代至计划清晰。"
obra-superpowers,optimize-feature-code,VISIBLE,828,"Optimize code for minimalism / remove over-engineering. Triggers: "优化代码", "极简化", "ponytail优化". Runs ponytail → ponytail-debt → ponytail-review."
obra-superpowers,review-feature-code,BROKEN,523,"代码审查/代码质量 review：Standards + Spec 双轴。Runs code-review on current changes. Triggers: 代码审查, review代码, 审查一下."
obra-superpowers,sdd-no-git-adaptation,VISIBLE,3136,"非 git 仓库环境执行 subagent-driven-development（SDD）的适配流程：sdd-workspace/task-brief/review-package 脚本全依赖 git 会挂，需手工提取 brief、reviewer 直接读文件核对、ledger 手工维护"
obra-superpowers,solidify-feature-lessons,VISIBLE,1135,"Use when completing a feature or user says 记录经验/固化知识/更新AGENTS. Persists lessons to memory, solidifies techniques as skills, updates AGENTS.md."
obra-superpowers,summarize-feature-work,VISIBLE,697,"生成开发总结/post-mortem doc：what was done, changed, generated, learned. Obsidian-formatted. Triggers: 生成总结, 写开发总结, 做了什么总结."
obra-superpowers,tdd-test-feature,VISIBLE,639,"Use when running tests after code changes or user says 跑测试/TDD测试/验证测试. Runs test-driven-development suite, cleans up outdated test cases."
obra-superpowers,tdd-write-feature,BROKEN,695,"TDD 编写：红-绿-重构 test-first。Runs test-driven-development, cleans up outdated tests. Triggers: TDD编写, 先写测试再写代码."
obra-superpowers,update-manual-test-doc,BROKEN,720,"Update test docs after bug fixes (更新测试文档/更新QA文档): list what changed and what needs re-testing."
obra-superpowers,write-feature-docs,BROKEN,815,"编写功能文档/设计文档：Obsidian 格式 Docs/ 下，用 dev-docs + obsidian-cli-full。Triggers: 编写功能文档, 写设计文档, 更新文档."
obra-superpowers,write-manual-test-doc,BROKEN,801,"Create manual test documentation for QA/developers. Triggers: "写测试文档", "人工测试文档", "QA测试指南". Produces Obsidian doc: test features, procedures, expected results."
obra-superpowers,writing-functional-docs,VISIBLE,8872,"编写玩家/用户视角功能文档（操作→效果）from existing codebase：UE IMC dumps、缺陷排队、并行子 agent。Triggers: 编写功能文档, 行为说明书, 操作效果文档, functional docs from code。排版用 dev-docs。"
quodsoler-unreal-engine-skills,unreal-actor-component-architecture,BROKEN,16493,"Actor/component composition, lifecycle, spawning, attachment, composition-over-inheritance. Trigger: AActor/UActorComponent design or lifecycle bugs."
quodsoler-unreal-engine-skills,unreal-ai-navigation,VISIBLE,6347,"Unreal AI navigation: AIController, behavior tree, blackboard, AI perception, NavMesh, EQS, pathfinding, State Tree, Smart Objects."
quodsoler-unreal-engine-skills,unreal-animation-system,VISIBLE,17357,"Unreal animation: AnimInstance, montage playback, blend space, state machine, anim notify, IK, AnimGraph, skeletal mesh, linked anim graphs."
quodsoler-unreal-engine-skills,unreal-async-threading,BROKEN,14049,"Unreal async tasks, threading, task systems, thread-safety: UE::Tasks, Async(), ParallelFor, futures, locks, game-thread ownership bugs."
quodsoler-unreal-engine-skills,unreal-audio-system,VISIBLE,19886,"Unreal audio: sound, music, UAudioComponent, PlaySoundAtLocation, SoundCue, MetaSound, attenuation, submix, concurrency, SFX, spatial audio."
quodsoler-unreal-engine-skills,unreal-character-movement,VISIBLE,6166,"Unreal character movement: CharacterMovementComponent, CMC, walk/fall/swim/fly, network prediction, FSavedMove, root motion, floor detection, step-up."
quodsoler-unreal-engine-skills,unreal-common-ui,BROKEN,2631,"CommonUI and CommonInput for Unreal menus and gamepad-first flows: activatable widgets, button styles, screen stacks, back handling, input routing."
quodsoler-unreal-engine-skills,unreal-cpp-foundations,VISIBLE,22492,"Unreal C++ reflection, containers, delegates, strings, GC, subsystem foundations. UCLASS/UPROPERTY, TObjectPtr, UE_LOG, core UE C++ patterns."
quodsoler-unreal-engine-skills,unreal-data-assets-tables,VISIBLE,18137,"DataAsset, DataTable, soft/hard reference, TSoftObjectPtr, async loading, Asset Manager, StreamableManager, game data structures in Unreal Engine."
quodsoler-unreal-engine-skills,unreal-editor-tools,VISIBLE,1446,"Unreal Editor extensions, menus, toolbars, detail customization, editor modes, Blutilities, editor utility workflows, custom editor UX."
quodsoler-unreal-engine-skills,unreal-game-features,VISIBLE,16334,"GameFeatureAction/Data, GameFrameworkComponentManager, init state, experience, modular components, UPawn/UController/UGameState/UPlayerStateComponent, Lyra."
quodsoler-unreal-engine-skills,unreal-gameplay-abilities,VISIBLE,18948,"GAS / Gameplay Ability System: GameplayAbility, GameplayEffect, AttributeSet, GameplayTags, ability system, buffs, debuffs, cooldowns, attribute modification."
quodsoler-unreal-engine-skills,unreal-gameplay-framework,VISIBLE,18185,"Unreal Engine gameplay framework classes: GameMode, GameState, PlayerController, PlayerState, Pawn, Character, GameInstance."
quodsoler-unreal-engine-skills,unreal-input-system,BROKEN,8644,"Enhanced Input, gameplay input mapping in Unreal: InputAction, InputMappingContext, triggers, modifiers, gamepad, keyboard, input binding setup."
quodsoler-unreal-engine-skills,unreal-mass-entity,VISIBLE,18453,"MassEntity, MassProcessor, MassFragment, MassTag, MassObserver, MassSpawner, MassCrowd, Mass ECS, FMassEntityQuery, FMassEntityManager, ISM crowd."
quodsoler-unreal-engine-skills,unreal-materials-rendering,VISIBLE,19040,"Material, shader, MID, dynamic material, material instance, post-process, render target, parameter collection, decal, Nanite, Lumen, or rendering."
quodsoler-unreal-engine-skills,unreal-networking-replication,VISIBLE,10165,"Multiplayer networking, replication, RPC calls, net role logic, server/client authority, prediction, synchronizing game state."
quodsoler-unreal-engine-skills,unreal-niagara-effects,BROKEN,19841,""Use this skill when working with Niagara particle systems, VFX, effects, emitter, Niagara component, or Niagara parameter in Unreal Engine C++."
quodsoler-unreal-engine-skills,unreal-physics-collision,VISIBLE,12558,"Collision/physics/trace in Unreal. Triggers: 'LineTrace','overlap','sweep','collision channel','physics body','Chaos','raytrace','OnHit','OnBeginOverlap'."
quodsoler-unreal-engine-skills,unreal-procedural-generation,VISIBLE,27012,"Unreal procedural generation: PCG framework, ProceduralMesh, instanced mesh, HISM, spline, runtime mesh, noise, terrain, dungeon generation."
quodsoler-unreal-engine-skills,unreal-sequencer-cinematics,VISIBLE,19239,"Sequencer, LevelSequence, cutscene, cinematic, camera, movie scene, sequencer event, or Movie Render Queue in Unreal Engine."
quodsoler-unreal-engine-skills,unreal-serialization-savegames,VISIBLE,10009,"USaveGame save/load, player progress persistence, FArchive serialization. NOT for UGameUserSettings, UDeveloperSettings, config/game settings."
quodsoler-unreal-engine-skills,unreal-state-trees,VISIBLE,8180,"State Tree, UStateTree, StateTreeTask/Condition/Evaluator, StateTreeSchema, AI/Mass State Tree, FStateTreeExecutionContext, data-driven state logic."
quodsoler-unreal-engine-skills,unreal-testing-debugging,BROKEN,12783,"Unreal tests: UE_LOG, logging, log categories, assertion, check, ensure, verify, DrawDebug, debug draw, console command, profiling, Unreal Insights."
quodsoler-unreal-engine-skills,unreal-umg-binding,BROKEN,2411,"BindWidget contracts between C++ and Widget Blueprints: name matching, optional/animation bindings, missing-control compile errors."
quodsoler-unreal-engine-skills,unreal-umg-input,BROKEN,4705,"UMG focus, cursor visibility, input-mode ownership: FInputMode setup, keyboard focus, game/UI transitions, non-CommonUI navigation bugs."
quodsoler-unreal-engine-skills,unreal-umg-lifecycle,BROKEN,8150,"UUserWidget lifecycle: construction, teardown, viewport attachment, GC. Widget creation/removal/persistence, duplicate-instance bugs in Unreal UI."
quodsoler-unreal-engine-skills,unreal-umg-lists,BROKEN,2482,"UListView, UTileView, entry widget virtualization in Unreal UMG: list population, entry refresh, selection, scrolling, IUserObjectListEntry."
quodsoler-unreal-engine-skills,unreal-umg-mvvm,BROKEN,4046,"UE5 MVVM and event-driven UI data flow for Unreal: ViewModels, FieldNotify, push-based refresh, separating gameplay state from widget state."
quodsoler-unreal-engine-skills,unreal-world-level-streaming,VISIBLE,20642,"World Partition, level streaming/travel, OpenLevel, ServerTravel, data layer, world subsystem, level instance, sub-level, seamless travel, or HLOD."
rider-skills,debugging-code,VISIBLE,15351,"Use for debugger-driven runtime root-cause analysis in Rider-supported solutions and projects, including .NET/C#, F#, VB, C++, Unity, Unreal Engine, and other GameDev or mixed-language projects. Trigger when runtime state or control-flow evidence is needed — actual values, branch taken, call order, thread context, whether execution reaches a chosen line — and cannot be derived confidently from source or logs; when pinning the relevant path would otherwise mean reading many files or tracing a deep call chain; or on an explicit request to debug, set breakpoints, step, or inspect runtime values. Do not use for compile-time or syntax errors, source-obvious bugs, failures already pinpointed by logs/tests, or code merely named debug/Debugger."
rider-skills,finding-tests,VISIBLE,5972,"Locates existing tests for a given C# class and method using the test coverage data supplied by IDE. Triggers ONLY for C# production code (`.cs` files in a Rider .NET solution) when generating new tests, adding test coverage, finding existing tests, or when the user mentions uncovered lines, test files, or test suites. Must be used before writing or editing C# test code when finding already existing tests is necessary. Do NOT invoke for non-C# languages — the underlying tool only understands C# symbols and will not return useful results."
